169 1192 29 106 1652 162 169 6464	169 1192 29 106 12	0
249 1501 2854 247 248 532	246 247 247 248 10 1430	0
4 5 2746 208 209 276	161 5 2746 365	1
83 12 243 74 75	12 1864 243 241 76 193 243	1
176 29 220 162 224	176 29 304 224 177	0
12 23 454 113 471 453 23 470 113 471	12 23 454 19 453 23 470 19	1
304 1345 799 1110 988	691 348 1345 6563 503 1110 2471	0
12 23 6 2773 454 16	12 23 2773 454 16	1
8023 19 629 266	5257 19 629 266	0
431 432 12 431 432 682 11	12 347 682 11	1
12 243 903 25 6 59	12 243 903 24 533	1
107 2283 462 217 192 522 11	12204 848 522	0
12 800 497 29	29 168 29 168	0
609 253 251 1555	9385 19 611 612 1555 16	0
8252 1002 6248 379 415 140 370 1491 5096 526 236 237 19 1645 1319	169 718 691 2105 66	0
5 227 253 10 485 12	10 524 525 67	0
1918 1574 433 175	762 5 247 1918 11	0
3378 80 32 79	263 10 394 128 4958 79	1
12 317 657	12 1637 657	0
29 1928 10 447 12 11	29 193 243 2957 12 11	1
55 226 782 283 45 48 473 543 196 158 376 226 782	55 226 782 283 45 48 980 4914 196 331 285	0
12 260 29 459 161 43	459 10 12 260 260 29 459 161 39 9	1
2411 705 421 454 59 80 32 162 126 1570	29 1943 454 59 80 32 5 6 126 373 1068	0
1012 29 28 12 83 13 32 52 53 180	28 12 58 180	1
669 3820 19 5401 23 43	243 202 1808	0
176 29 1551 2210	176 29 1551 1051	0
145 145 1201 1059	225 145 145 1201 1059	0
12 71 127 9 126 2 76	12 592 2930	1
12 39 9 128 10 511	12 44 128 10 511	1
12 202 5976	12 8 9 28 9 317 2816 59	0
80 2769 312 2437 11	592 10 101 102 8 9 312 2437 11	1
133 146 146 380 72	146 146 212 1378	0
55 46 47 48 154 370 1274 282 849 158 4046 850	55 46 47 48 154 48 1259 335	0
2909 2909 18830 911 5 2583 5 4372 137 18831 18832	7390 18833 18834 7392 7393 18835	0
29 5 227 253 10 836	29 310 279 7500	1
6761 332 1053 29	5531 87 971 120 332 1053 29	0
972 347 828 43 767	7501 19 5401	0
536 461 535 11 16 12	12 536 3099 11 80 32	1
12 106 10 106 272 29 474 475 76	12 106 272 29 1041 16	1
606 140 370 431 432 2046 2047 82 79 16 831	426 431 432 2046 2047 2434 16	1
29 161 12 161 19 424 10 126 2 3 4 5 6 2 300	29 757 2316 291 2 300	0
48 50 50 48 1163 2464 147 121 382 337 379 217 10 1514 19 1198 1660 2830 147 121 3117 23 1106 66	2789 2795 644 1213 333 147 121 3117	0
282 283 283 282 140 3949 140 370 421 39 9 349 1536 196	8 9 3949 190 191 349 1536	0
459 10 62 29 115 115	62 29 1003 276 459 10	1
12 629 39 9 200 11	5047 1728 3131 1088 2855 202 629	0
48 50 50 48 335 782 228 56 58 180 267	282 283 283 282 335 478 58 2084 267	0
12 975 2947 251 169 66	29 19 975 2947 2356 1038	0
4216 19 1222 1223 2842 23 43	431 432 647 29 250 559 560 40 9597 413	0
29 108 522 1152 6 140 276	29 32 90 760 140	0
23 1359 2355 276 12	12 23 1359 761	1
12 124 29 5677 19 59	29 126 10012 2113 12 66	1
86 1593 432 1506 227 971 221	1526 4628 86	0
263 29 2647 6 2646	72 29 2645 2646	1
2355 3994 292 70	106 67 9314 19 643 422	0
1006 647 12 10 1662 16	12 6242 16	1
1672 126 168	12 246 247 592 19 1672 1644	1
12 13 4 6 424 16	291 630 1240 19 424 276	0
393 12 698 13 522 725 29	12 39 9 433 434 522 725 29	1
1615 140 370 126 594 48 50 50 48 140 370 126	357 358 357 48 426 126 453 23 48 50 50 48 140 370 126	0
372 1683 904 2361 202 629	1068 989 4642 947 1397 804 8 9 629	0
12 23 10 23 130 468 11	12 4141 11 276	1
426 1909 48 50 50 48 45 46 47 48 1780	55 46 47 48 49 283 45 48 19 230 231 986 707	0
29 1050 72 12 337 6 212 213	29 106 72 12 337 5 6 212 213	1
12 317 161 813 1338 300 16	12 317 161 39 9	0
28 12 518 163 12 431 447 16	28 12 518 163 12 431 447 10 1107 76	1
401 300 1004	124 12 161 19 8848	0
80 1802 11	202 217 309 508 707 11	0
12 32 43 3146 80 32	12 19 4923 1378 23 43	1
12 296 665 11	12 23 10 23 459 665	1
12 317 4 208 209 16	12 317 161 365 16	1
447 462 12 23 29 19	29 23 12 19 39 9 76	0
761 1921 8 9 629 126 536	12797 19 629 266	0
23 29 536 19 4332 12 536 19 10741 806	29 536 4332 12 536 10741 806	1
224 942 11	353 2487 3316 19 464 223	0
12 317 161 2417 300 10	29 108 984 317 161 2417 300 10	0
1183 810 811	956 169 433 379 62 29	0
12 106 255 360 29 312 247	360 29 403 12096	0
189 227 1097 652 29	87 5 227 49 478 652 29	0
671 1978 1475 536 43	1946 11 1475 536 44	1
12 536 19 44	749 453 536 66	0
12 161 43 1180	800 161 80 33	0
17465 380	1331 971 6 380	0
45 46 47 48 481 2580 462 1759 370 379 594 1038 416	2580 1568 1759 370 522 230 453 23 32 1038 334 23 10 23 426 123 11	0
10 13 72 12 1635 16	29 124 459 133 72 12 71 366	0
780 134 2455 832 253 4876	1006 133 134 2455 1618 615 1359	0
12 32 511 606 426 854 16	12 101 102 29 19 140 370 854 16	0
12 23 6 44	12 23 162 1759 5547	0
107 19 358 283 439 48 47 46 1701	1364 283 899 282 1365 965 1182	0
12 19 380 23 52 53	2283 642 19 380	0
12 1935 837 6 1133	29 447 12 6 1133	0
12 453 459 29 161 18589	169 507 467 12 922 788 11	0
5 1124 566 903 264 58 565 566	5 11047 1125 89 58 59 959 1125	0
282 283 283 282 426 19 3219 8 9 344	178 6 282 283 283 282 426 691	0
127 69 70 251 280 4355	67 5 69 280 4355 19 70	0
749 10 67 300	12 2764 10 67 300	0
116 10 11 3034 3474 471 19 236 237 831	119 455 456 3474 1842 3905 236 237 708 185	0
222 93 89	226 1182 941 1507 89 90 222	0
1037 10843	176 29 227 9695 1037	1
282 283 283 282 158 782 118 120 406 586 243 618 267	426 140 370 3544 624 625 462 8116 2405 1709 462 10 200 2420 1803 7752 23 39 9 647 579	0
217 55 46 47 48 28 6	55 46 47 48 23 39 9 678	0
371 25 574 130 352 190 191 920 921 1584 1585 53	80 32 349 215 52 196 415 634 155 3055 114 156 1363 19 920 921 217 251 53	0
783 158 1365 55 46 47 48	55 226 964 16	0
45 46 47 48 481 283 45 48 5665	55 46 47 48 49 283 45 48 2363 285 2000	0
217 16718 6418 2041	23 162 1194	0
29 432 421 12 24 19	12 524 525 24	0
161 365 366	899 46 781 781 48 79 208 355 202 161	0
189 87 222 223 332 1053 29	169 718 1184 2555	0
2066 2067 146 146	2068 146 146 380	0
4998 2181 19 7519 106 287	347 880 881 381 382 7519	0
34 6271 1745 12	34 1398 11 12	1
29 227 56 57 32 19 777 1 689 71 773 33	29 647 43 227 56 57 32 998 227	0
28 12 161 44 76	28 12 161 43 76	1
307 114 536 2037 2038 12 2039 2040	29 2039 12 2039 2040	1
1476 29 106 459 19 78	29 106 459 12	0
2839 8 9 828 767	2840 19 1808	0
12 4863	4863 360 12 161	0
107 277 274 10 601	107 128 3589 66	0
3381 1207 1732	29 19 3381 810 58 180	0
606 39 9 968 66	521 19 472 473 23 43	0
12 101 102 1537 140 370 16	282 283 283 282 426 126 594 3452 358 3452 282 140 370 126	0
692 508 707 202 692	8 9 692	0
29 647 350 253 10 794 16	28 217 794 11 16	0
131 132 25 6 144 1021	135 136 132 7564 19 208 1013	0
1698 29 837 247 74 39 9	837 247 29 459 74 39 9	1
657 79 1499 62 169 718 267	1499 359 140 355 334 938 853 23 8 9 79 19 267 421 39 9 29 19 5 239 457 79 267	0
8 9 729 10 192 200 550 11 831	8 9 729 10 192 200 550 11	1
29 101 102 19 373 1068 251 53	29 253 10610	0
673 1286 175 1188 8478 422 334 23 618 123 11 9	1188 1231 422 2288 6434 140 370	0
470 59 23 263 19	1243 457 1430	1
282 283 283 282 546 358 47 541 52 53 180	282 283 283 282 540 358 47 541 336 56 58 180	0
602 29 10 101 102	1319 421 29 10 13	0
1816 711 239 240	1412 773 234 235 3162	0
282 283 283 282 23 6 39 9 344 19 308 844	282 283 283 282 23	0
457 33 471	80 32 2591 80 32 2591	1
1177 1178 146 146 1493	5038 1513 146 146	0
347 314 29 161 300 16	1016 161 431 432 314 29 922 16	1
12 1003 23 825 16	47 226 23 74 44 19 307 22	0
176 29 979 519 725 6 2210 19 6324	12 72 29 1551 2210	1
329 330 177 3701 66	262 3701 133 10 134 11	0
161 12 23 24	818 819 29 12 23 24	1
177 146 146 72 29 19 107 116 1493	304 12 145 145 120 72 29	0
12 10 360 29 161 2918 16	421 39 9 10 161 341 280	1
28 127 9 161 2732 29 6591 11 533	28 29 6591 11	1
8 9 629 989 1605 904	15230 202 629	0
180 19 7 23 39 9	158 3639 55 1364 1101 899 849 23 39 9 785 548	0
442 162 94 227 86 87 19 464 223	464 223 442 19 87 94 227 86 87	0
16266 311 916 933 1470 462 10 200 49 440 2229	8116 215 398	0
956 95 1592 956 95 903 264 52 53	481 153 941 1593 432 86 89 58	0
12 629 1430 11 43 16	12 629 1430 11 43	1
457 1017 1420 19 106 266	10 106 1017 1130 5787	1
29 314 301 251 126	106 567 19	0
12 592 19 251 648 29 533 831	29 592 19 251 648 12 533 831	0
497 249 19 7573 2066	169 117 822	0
282 283 283 282 158 228 426 7419	282 283 283 282 158 228 426 3220	0
12 360 29 435 126 10 126	249 1881 34 1642 12 435	0
1195 662 945	599 4391 149 202 629 126 536	0
12 10 536 535 106 8 9 19	536 535 11 457 8 9 161	0
725 12 32 39 9 126 312 19	725 12 6318 1133 533	1
202 304 140 370 574 19 1431 5517 7672 574	202 304 1467 3641 574 19 626 1544 173 140 370 1057	0
29 454 455 456 447 10 447 29	29 10 254 29 454 455 456 173 2162 447 10 447 29	1
300 161 29 884 11 217 23 458 1 28 1272	29 884 11 458 1 19 4451	1
29 106 272 12 133 6185 347 16	886 133 5 3143 276	1
519 355 406 520 276	12 317 1596 519 355 2625	0
485 536 43	12 524 525 536 39 9	1
2407 575 808 23 1354 2029	12 19 882 565 23 1354 90 565	0
169 447 2538 322 453 23 12 1132	12 1132 453 23 169 447 2538 322	1
3290 7104 23 39 9 42	1284 19 10569 23 24	0
12 421 39 9 10 511 161 3272 355	168 522 12 10 511 66	0
20 187 126 601 66	2334 126 601	1
1669 533 461 462 126 533	1669 533	1
3452 1364 3452 282 140 370 5198 282 283 283 282 140 370	282 283 283 282 140 370 7030 120	0
29 202 647 12 431 432	29 347 657 647 12	1
55 226 782 283 45 48 23 1266 2125 19	282 283 283 282 285 192 140 370 62 39 9	0
48 50 50 48 335 228 153 229 19 47 546 159	546 358 47 541 336 15 159 48 781 48 45 48 229 478 376 153	0
1864 106 255 360 12 1038 591 31	173 2162 106 255 360 29 31	0
158 782 153 232 230 175 1306	158 228 226 19 1170 1306	0
1642 29 1001	12 8 9 1642 29 66	0
12 1774 6648 19 23 43 614 19	5 1592 19 3944 23 39 9	0
29 304 70 68 72 12 67 126 16	12 13 67 29 99 16	1
176 29 275 135 136	135 136 132 6491 2999	0
1989 11 122 1195 253 31 11	1682 253 31 11	1
29 3343 251 106 12 16	12 674 442 251 106 29 16	0
12 317 133 131 16	317 133 135 136 16 12	1
426 8360 116 2641	140 370 992 4454	0
342 518 19 292	29 106 67 169 761 3994 19 290 33	0
28 29 824 12 1461 300 276	29 127 32 1024 300 459 824 72 12	1
360 12 4210	29 518 163 32 6 33 360 749 161 350	0
300 161 29 202 217 28 9 669 12 76	29 202 28 9 669 12 76	1
29 433 476 6422 11 467	230 707 10 52 11	0
28 60 23 672 126 19 533	28 672 126 19 533	1
28 12 161 29 444 1085 723 11	12 161 29 444 1085 723 11	1
12 13 68 70 72 29 67 16	3119 5482	0
134 1536 12167 32 422 334	133 134 1025 32 345	0
29 23 592 19 457 1223 248	29 80 32 1422 248	1
45 782 50 781 623 229 462 1479 690	229 782 462 1479	0
12 67 1017 5757 8671 8672 127 1158 16	72 29 416 367 528 529 530	0
246 247 29 1006 12 536 535	29 1006 327 12 1352 249	1
117 118 1592 59	3138 19 117 118 7030 120 23 39 9	0
521 914 31	263 29 108 914 31	1
43 18162	2420 285 1805 1521 704 916	0
176 29 1011 945	7678 998 945 19 948	0
453 32 5 227 227	29 595 12 810 5 227 227	0
28 794 276 29 1464 12 11	28 126 276 29 1645 4000 12	1
29 684 684 1672 447 275 11026	29 873 310 279 485 2349 8 9 313	0
251 10 1555 1500 2940 12	451 448 251 10 126 499 173 12	1
426 147 121 23 52 53 536 58 23 58 23 58	12 19 611 1094 23 58	0
10 254 161 44	12 760 23 10 161 11	0
45 46 47 48 335 159 46 691 3451 1592 687	1277 45 46 46 47 48 744 1276 8 9 3451 1592	0
29 161 12 251 3478 3479	23 19 12 251 3478 3479	1
29 19 2223 1059 243 618	12 19 2535 505 243 25 574	0
800 62 2421	28 83 12 1899 62 578 59	1
28 29 62 12 12 534 29	29 200 1489 217 10 390 12 3421	0
3086 334 10505 10506 1684 7805	8924 8925 10507	0
55 46 47 48 49 2643 358 540 358 1135	159 335 45 781 358 546 46	0
314 1688 6319 736 10 2695 6320 3387 19 678	6321 314 173 307	0
282 540 79 365 202 1178	79 208 355 8 9 1178	0
107 360 29 10 472 473 28 396 3835 72 29 647 127 6	127 6 981 647 19 10 126 276	0
247 4231 5285 4058	246 247 6635 23 58	0
55 226 226 23 1266 308 844 19	282 283 283 282 19 426 23	0
521 307 591 447 536 3467 16	12 447 536 3466 114 16	0
117 118 1424 212 850 329 330 938 1593	117 118 1299 6853 11 329 330 5334	0
12 317 365	72 29 161 2745 365	0
29 62 12 169 1192 169 1192 217 13 1121 1053 12 23 43 785 548	29 217 62 12 169 443 276	0
172 367 431 10 431 432	29 459 304 12 172 11	0
12 453 254 16	28 12 101 102 44	0
29 23 6 218 219	29 126 216	1
194 140 1411 23 1100 6287 2160	2661 7445 80 1213 333 1619 3945 123 11 1988	0
1762 29 304 12 2476 11	29 5912 11 12 118 10 118	1
1006 176 29 3518	1006 176 29 43	0
12 23 6 44	12 23 5 6 11200	0
426 1675 270 11 415 381 382 52 53 180	140 370 6030 3351 1619 586 2290	0
12 447 462 29 11 80 32 66	12 447 462 29 11 16	1
12 296 665 11	12 296 106 665	0
29 255 629 12 3034	255 629 3034	1
29 518 163 12 2458 169 447 1582 314	12 453 2458 2636 1582 314	1
683 12 296 299	12 296 299 533 12	1
629 10 629 66	12 629 10 629 12	0
873 12 2954 16	12 32 80 32 471 114	0
12 317 11264 16	12 296 317 11264	1
29 142 302 140 1359 754 2731	29 142 302 6096	1
79 119 4327 478 941 566 2865	119 128 4613 300 2290 232 2198 1802 232 2198 11	0
193 243 435 459 757	83 459 10 459 342 518	1
1006 647 29 32 1377 16	1698 29 32 1377 296	1
203 204 4997 436 437	436 437 19 7 11 16	0
202 13 5171 904	29 106 536 904	0
3381 16	177 3381 586 180 121	0
1497 3620 32 5	12 32 39 9 103 16	0
45 46 47 48 226 941 4091 1021 2835 56 57 611 612	55 46 47 48 226 941 4091 1021 2835 1236 19 611 612	1
29 3026 315 19	12 23 10 23 3026 315	0
3284 72 29 126 10 126 533	459 757 3444 29	1
6418 243 574 804 415 12 698 280 980 66	2533 192 522 11	1
153 153 120 23 1560 90	453 32 39 9 396 1017 812	0
161 86 2864 300 72 29 67	13 10 13 360 29 4 8092	1
2444 3055 114 457 7699	7699 23 12 1195 619 573 80 32 19	1
232 230 1661	232 230 1661 1188 1661	1
12 43 150 533	12 19 150 19	0
1622 636 12 23 142 1793 19	1622 636 142 896 19 161 19 23 12	1
55 46 47 48 153 609	55 46 47 48 153 1203 611 612	0
126 11 12 1545 276	431 432 11 12 568 338 276	1
12 19 11823 12606 25 5 1195	29 27 11 12	0
1006 12 176 29	1006 12 176 29 725 5 6519 813 1338	0
68 70 12 317 16	522 367 837 247 317 1416	0
169 718 243 10 243	169 447 243 25 574	0
317 1596 161 2918	12 317 161 341 280 16	1
12 984 635 16	12 19 984 76	0
29 128 307 11 9	29 128 307 11	1
1928 126 11 66 522 276	12 762 134 2208 11	0
12 447 462 29 11 16	12 263 29 32 80 32 227 411 222 736 106	0
29 106 6929 140 370 540 1364 1365 1366 782 23 142 302 13821 3331 19 16	55 226 782 374 19 126 16	0
12 317 10 317 1460	12 277 10 317 1460 16	0
426 1575 1576 2309	110 140 370 4287	0
29 193 243 5 227 253 10 836 12 254 16	1233 29 453 23 10 836	1
35 68 19 11727 760 32 29 29 126	29 68 19 861 462 760 32 37 126	0
502 247 1129 956 227 466 467 200 1168	465 461 462 956 227 19 464 223	0
12 124 6 850 1575 133 72	296 850 1575 66 12	0
3026 5119 59 19 1022 612	10999 19 1022 612 272 2652 248 126 10 126	0
995 177 251 788	133 134 196 788	0
39 9 2532 19 413 23 12 101 102 19	481 1182 1495 94 413	0
29 19 7604 2116 23 725 5 6 2150	29 106 725 635 1426	1
1675 1568 626	12 19 626 76	0
142 122 19 13600 23 52 53	221 222 736 86 8121 8122 23 52 53	0
1592 2448 29 2982 12	1907 29 917 918 12	1
5168 5445 4518 29 66	734 163 32 798 4518 29	1
202 39 9 253 10 317 533	12 421 39 9 39 9 253 10 317	1
5463 272 4642 114 13 5 394 536 16	536 4643 32 39 9 2261	0
1006 647 521 1195 19 2643 358 540 358 854 23 43	29 19 477 358 546 358 147 121 23 39 9	0
12203 1174 916 19 220 354 92 266	1025 8429 916 202 799 1227	0
348 521 2005 2471 126 16	28 521 4942 394 522 126 16	1
12 1533 217 133 5264 29 276	133 5264 29 276	1
327 328 392 462 468 10	550 624 625 43 433 476 134 1104 2928 265 213 2464 328	0
421 39 9 578 579 2616 1128 19 414 202 457 2616 1128 11	2616 1128 462 19 690 80 11 935 267	0
1879 398 232 2198 116 560 329 330 7395	1879 398 116 560 329 330 8494 880	1
29 246 247 457	249 457	1
8839 101 5389 19 8840	8841 680 681	0
2056 804 1174 1307 122 169 185	329 330 1157 7205	0
421 39 9 29 19 140 370 80 32 1278	444 29 19 426 1802 350 217 80 32 11	0
124 602 29 23 12 115 115	602 29 23 12 1003	1
12 19 1794 23 90 295 90 565	448 59 808 23 90 295 2029	0
87 222 223 379 62 29 394 395	86 87 222 223 379 62 29 466	0
10 23 2732 12 217 10 23 29 19 1001	10 101 102 24 416 19 274 29	0
55 46 47 48 49 50 45 48 920 921	282 283 283 282 55 46 47 48 49 964 965 19 920 921 828 625	0
536 2119 2119 200 276 12	200 536 170 170 276 12	1
4503 19 216 222 866	1009 4207 3026 264 43 216	1
2260 233 512 123 11	2054 415 2260 123 11	0
3543 16187 2515	29 251 1206 573 432 29 106 200 462 6 2515	1
4114 606	2022 23 606	0
73 169 718 4 6 2 300	12 317 4 864 2 300 16	0
2816 169 319 319 12 317 16	12 317 2816 169 319 319 16	1
5 68 6 45 335 50	522 5 2746 45 335 50	1
12 5168 29 16	12 453 101 102 29 23 24 16	1
12 444 10 67 29 300	431 10 431 432 818 819 29 12 10 67 29 2732 19 603	1
851 657 1466	56 57 8525 2560 657	0
29 80 12 2538 322	12 251 1132 29 2436	1
135 5 822 272 1415 1438 12 485 24	821 272 1415 1438 12 485 28 6	1
521 453 459 643 389 811 76	10187 52 1405	0
28 12 23 821	12 23 135 5 822	1
12 1195 243 43 777	617 243 43 777	0
11113 3709 2019 1438 133 11 52 634 433 476	888 1201 23 202 665 19	0
8656 19 212 1024	59 10 431 1077 643 906 270 10 431 1079 707 23 43 678	0
282 283 283 282 2643 481 226 915 311 916 232 16	282 283 283 282 55 46 47 48 158 159 46 915 1654 232 16	0
55 46 47 48 481 283 45 48 19 1514 2535 433 476	45 46 47 48 481 50 45 48 462 1479 690	0
1003 62 39 9 533	115 115 19 1003 62 39 9	0
12 317 629 1011 804 16	12 317 629 39 9	0
451 448 274 251 126 416 1282 522 67	2957 1144	0
781 781 50 3452 1948 1365 783 1365	47 623 538 1277 46 45 226 941	0
818 819 29 12 19 1236 1032	12 23 43 1236 1032 19	1
1275 45 46 46 47 48 1278 349	202 349 1275 45 46 46 47 48 1278	0
1012 29 12 23 10 23 169 431 447 276	818 819 12 29 23 10 23 1056 276	0
457 39 9 106 161 19	80 44 431 161 19 11	1
3248 507 140 370 202 374 19	55 226 782 58 180	0
12 168 3359 16	289 230 236 3024	0
282 283 283 282 45 226 226 1259 1181 58 180	282 283 283 282 1181 52 53 180	0
12 1864 23 515 44 19	1698 12 23 74 39 9 19	1
177 3523 18294	324 302 309 43 907 19	0
12 217 10 13 1642 29 403 16	522 75 415 29 108 522 312 312 59 882	0
8456 2351	285 1370 1499 1547	0
837 247 1129 988 19 464 223	1881 87 227 8875 29 394 395	0
6100 200 25 6100 8253 725 10 173	6100 7043 173 779 200	0
10 72 12 3610 11	217 23 10 72 12 370 317 11	1
72 107 19 471 114 2432 377 233 5627	72 29 161 6 4658	0
9838 79 208 355 8 9 161	5147 202 161	0
12 202 43 253 254	29 8 9 254	0
29 19 536 947 212 213 62 14324 2952 1399 1260 831	995 551 552 553 39 9 433 476 2420 285 1035 192 285 14325	0
12 197 442 751 11	12 77 979 11	0
1310 1311 14967 8279 16	909 13 536 14968 2041 16	0
45 46 47 48 153 1780 1203 609	55 46 47 48 153 154 19 56 57 829 830	0
202 12 32 882 876 16	12 32 882 876 16	1
12 317 161 208 355 16 459 10	161 208 355 366	0
12 309 1193	29 497 12 309 1193	1
7568 429 19 7	29 161 365	0
169 718 285 2134 33	246 247 19 1359 1701 285 1370	0
48 50 50 48 226 478 45 336 643 495	282 50 50 48 45 226 226 19 494 495	0
285 2134 19 208 355 202 161	16247 365 8 9 161	0
335 159 46 1528 422 175	7474 2561 418 2419 357 48 358 159 46	0
762 10 459 29 11	6343 757 29 16	0
240 416 792 2498 11521	11522 11523 16	0
29 606 426 32 2046 2047 798 476 16	29 288 11 140 370 552 553 1872 457 11	0
282 283 283 282 19 3669 7215 23 276	282 283 283 282 19 4868	0
29 595 80 785 548 11	29 595 251 966	1
8 9 10 101 102 2178 43 533	2178 39 9 533	0
12 1504 296 1299 6270 6271 11	12 296 1299 6270 6271 11 1209 3814	1
4026 5070 158 94 52 53 180	1661 2283 5088 221 58 180	0
48 50 50 48 426 32 12635 16	48 50 50 48 426 1075 662	0
169 718 1496 976 16	249 19 1562 1495 52 53	0
29 161 12 23 24 533	29 23 12 19 24 12 254 16	0
29 19 379 3213 123 11	29 1600 1618 615 1359 123 11	0
12 260 29 485 168 43	29 251 524 525 168 745	0
28 10 23 16	459 10 23 28 217 2436 16	0
12 8906 16	12 32 80 32 595 12 251 4781 850	1
126 452 66 29 19 2102 114	29 2101 126 2111 533	1
29 19 426 67 10 499 345 4986	29 19 140 370 3860 345	1
348 2575 10 571 785 11	348 29 15505 11	0
232 230 175 1188 16968	232 230 641 13 317 942	0
169 282 12 347 1105 11 415 979 980 2504	29 2317 243 749 127 574 1652 11 162 48 50 50 48 126 1405 19 80 79 1097 6 295 17788 17789 11 431 10 431 432 176 77 382 5 130 1988	0
169 93 72 29 369	189 41 369	0
12 447 813 1338 16	12 485 813 1338 16	1
2037 3898 5245 23 79 43 629 19	4332 8 9 629	0
8 9 220 354 1499 356 1499 1121 1053	55 481 1499 356 1116 220 354	0
1006 1055 29 62 1372	29 23 1372 279 63 11	1
347 72 29 161 350 12 19 212 213 16	818 819 29 12 23 24	1
12 453 106 255 1640 1509 11	1640 187 1934 200	0
282 283 283 282 23 43 678	595 282 283 283 282 126 12 518 163 76	0
12 243 28 347 1153 66	28 12 431 432 1153	1
3885 134 1089 120	1088 543 189 192 19 43 120	0
169 1603 8 9 62	122 7558 694 19 62 422	0
29 645 243 246 247 127 6 565 114	246 247 29 1017 882 565 11	1
8 9 10 79	202 10 79 66	1
12 254 29 19 882 565 16	1377 884 11 161 43 126	0
646 291 2 300 67 350	29 453 106 3 67 162 424	1
1006 176 29 689 79 15106 5428 6957 134	4169 3331 19 4501 1212 23 24	0
459 10 459 629 29 19 1377 588	348 29 629 12 1377 276	0
28 12 127 614 19 66	81 1322 719 124 127 614 19	0
2636 392 317 130 949 16	837 247 977 594 4843	1
546 358 47 541 336 153 2181 7975 3882 270	540 358 47 541 336 153 5227 5848	0
444 2643 358 540 358 127 9 398 267	2643 1364 540 1364 444 787 398	1
369 72 29	12 8273 99 16	0
55 46 47 48 23 39 9 678	297 28 55 46 47 48	0
193 243 23 341 462 453 23 813 2089	193 243 23 1858 594 341 462	1
55 782 283 781 623 229 1203 829 830	45 228 229 50 781 623 229 1203	0
29 108 37 1195 243 25 574 533	2444 243 25 574 533	0
29 2373	29 347 10 829 785 16	1
309 279 19 533	309 533	0
169 455 456 108	3034 23 29 108	0
5910 19 984	2011 10417 3917 3918	0
29 23 606 861 862 462 2527 19 59 16	127 6 861 862 462 2527 19 59 23 24	0
173 860 522 12 431 432 16	12 453 13 192 522 16	1
140 370 783 283 1467 829 830	55 782 229 426 19 783 283 1467 157	0
426 9563 8 9 2177	140 370 133 230 300 2705 8 9 313	0
794 1004 28 29 217 10 161 11	28 29 217 10 161 11	1
29 647 12 981 415 12 450 72 29 402 955 3667	426 192 647 579 29 217 161	0
1496 32 949 16	392 32 949 16	0
29 2592 426 23 10 23 282 283 283 282	282 283 283 282 140 370 58 180	0
12 337 162 75	29 459 172 11 12	0
39 9 213	16989 39 9 213	0
39 9 23 53 470 451	6136 451	0
739 739 29 1004	1016 161 12 217 3502 29 66	1
335 159 46 153 2616 1128	158 159 46 153 2820 1368	0
